area,bedrooms,bathrooms,stories,parking,age,city_tier,country,city,location,mainroad,furnishingstatus,price
1700,4,3,3,0,18,2,Italy,Venice,urban,no,semi-furnished,655600
2745,2,1,1,2,17,1,UK,Cambridge,suburban,yes,furnished,987300
1503,3,3,4,2,10,1,Thailand,Bangkok,urban,yes,unfurnished,363600
2536,5,4,2,0,59,3,France,Marseille,prime,no,unfurnished,576000
1381,1,1,3,0,51,4,Malaysia,Kuching,rural,yes,furnished,70300
1761,2,1,2,1,27,3,Poland,Gdansk,prime,yes,semi-furnished,297400
1103,2,2,2,3,22,4,Indonesia,Makassar,suburban,no,furnished,105300
2096,1,1,2,2,44,3,Mexico,Tijuana,prime,yes,furnished,251100
2739,2,1,4,3,58,4,Vietnam,Hai Phong,suburban,yes,furnished,90000
1750,4,4,3,0,26,2,France,Nice,urban,yes,semi-furnished,793300
1672,1,1,4,3,52,3,Germany,Cologne,suburban,no,unfurnished,241100
1075,2,2,2,2,0,1,Spain,Madrid,urban,no,semi-furnished,629700
1651,5,4,2,0,37,1,China,Beijing,rural,yes,furnished,501200
765,2,1,3,2,39,2,Poland,Krakow,urban,yes,unfurnished,186200
1207,2,1,3,1,25,2,Italy,Venice,urban,yes,semi-furnished,445700
1947,4,3,1,3,25,3,China,Chongqing,urban,yes,furnished,516200
2657,4,3,2,1,8,3,Norway,Trondheim,prime,yes,semi-furnished,1265600
3626,5,4,2,1,15,3,Canada,Calgary,rural,yes,semi-furnished,718200
1419,1,1,1,3,39,1,Germany,Munich,prime,no,semi-furnished,705600
2733,4,4,3,1,11,3,Bangladesh,Narayanganj,urban,no,semi-furnished,165300
1958,4,4,1,2,17,4,Russia,Novosibirsk,prime,no,unfurnished,292800
1702,1,1,4,3,29,1,Malaysia,Kuala Lumpur,prime,yes,semi-furnished,429700
2081,5,4,3,2,6,3,Switzerland,Lugano,urban,no,semi-furnished,1239000
1840,2,1,1,1,53,1,New Zealand,Auckland,urban,yes,furnished,519700
1872,3,2,3,1,54,2,Philippines,Quezon City,rural,yes,unfurnished,122200
1535,4,3,2,1,20,3,Sweden,Malmo,rural,no,semi-furnished,373700
891,3,2,2,3,17,1,Colombia,Bogota,urban,yes,unfurnished,233200
797,2,2,2,1,33,3,UK,Glasgow,urban,no,semi-furnished,321700
2225,2,2,2,1,53,1,UK,London,urban,yes,furnished,854900
1620,4,4,1,1,3,3,USA,Phoenix,urban,yes,furnished,775000
1413,1,1,2,0,2,4,Australia,Darwin,urban,no,semi-furnished,440100
1806,3,2,2,0,43,1,Turkey,Istanbul,urban,yes,furnished,334600
2317,4,4,4,3,41,1,Italy,Milan,urban,yes,furnished,874300
1917,5,4,4,3,46,3,Saudi Arabia,Khobar,rural,yes,semi-furnished,228700
1374,5,4,4,3,35,4,Japan,Sendai,urban,yes,semi-furnished,477700
2597,2,1,2,3,22,4,USA,Cleveland,prime,yes,semi-furnished,883200
2826,1,1,2,0,2,4,Bangladesh,Mymensingh,suburban,yes,furnished,113000
2121,5,4,2,1,26,2,France,Lyon,urban,yes,furnished,845200
2433,3,3,3,0,6,2,USA,San Diego,suburban,yes,semi-furnished,1140400
2607,3,2,4,0,4,3,France,Bordeaux,suburban,yes,semi-furnished,668100
2535,5,4,1,0,34,3,Pakistan,Rawalpindi,prime,yes,furnished,140200
2199,4,4,3,0,55,4,Pakistan,Peshawar,urban,yes,semi-furnished,61900
2189,3,2,2,3,45,3,Saudi Arabia,Dammam,suburban,no,semi-furnished,167700
2138,1,1,2,2,33,4,Brazil,Salvador,suburban,yes,furnished,141600
1087,1,1,3,3,11,3,Indonesia,Surabaya,urban,yes,semi-furnished,153700
2255,3,3,3,1,8,1,Saudi Arabia,Riyadh,suburban,yes,furnished,558500
919,1,1,4,2,5,3,Egypt,Sharm El Sheikh,prime,yes,unfurnished,142700
1284,2,1,3,1,44,1,Portugal,Lisbon,prime,yes,furnished,511400
2647,4,3,3,2,49,1,South Africa,Johannesburg,urban,yes,semi-furnished,337100
2346,1,1,4,2,46,2,UK,Manchester,urban,yes,semi-furnished,559600
2767,5,4,3,0,0,2,Italy,Florence,suburban,no,unfurnished,874000
1623,3,2,1,2,12,2,Switzerland,Bern,prime,yes,unfurnished,1067900
1051,5,4,1,0,28,3,Mexico,Cancun,rural,no,furnished,145900
1644,1,1,3,0,27,3,Italy,Turin,prime,yes,furnished,467700
1866,3,3,1,3,8,1,UK,London,rural,yes,unfurnished,888800
1851,5,4,3,2,26,1,Australia,Sydney,rural,yes,unfurnished,796900
2537,4,3,4,0,35,1,Philippines,Makati,urban,yes,unfurnished,394000
1565,5,4,4,0,22,1,Australia,Sydney,suburban,yes,semi-furnished,756000
2029,4,3,1,0,32,1,USA,Los Angeles,urban,no,semi-furnished,1208300
1157,4,4,3,2,51,3,China,Xi'an,prime,yes,unfurnished,294600
2093,2,2,4,2,9,2,Russia,Saint Petersburg,urban,yes,unfurnished,361900
1802,3,2,1,2,42,4,Egypt,Luxor,urban,no,furnished,84000
1313,1,1,4,0,45,3,Sri Lanka,Negombo,urban,no,semi-furnished,64900
1647,2,2,4,1,53,3,UK,Cardiff,suburban,yes,unfurnished,365800
1680,1,1,1,0,15,2,Egypt,Giza,urban,no,furnished,170500
1624,2,1,2,3,31,3,France,Marseille,prime,no,unfurnished,496200
2951,4,4,1,0,26,4,Italy,Palermo,suburban,no,unfurnished,393400
1736,2,1,2,3,48,3,USA,Nashville,suburban,yes,semi-furnished,356200
1641,3,3,4,0,10,2,India,Noida,suburban,yes,furnished,159700
437,3,2,2,3,14,3,Germany,Dusseldorf,urban,no,semi-furnished,305400
1219,1,1,4,1,17,3,Bangladesh,Gazipur,urban,yes,semi-furnished,85600
1629,5,4,4,1,16,2,USA,Austin,prime,yes,semi-furnished,1322300
1354,4,3,1,2,50,3,Italy,Turin,suburban,no,unfurnished,233000
2698,1,1,3,3,29,2,UK,Bristol,prime,yes,unfurnished,1105100
1693,1,1,2,1,41,2,UK,Manchester,suburban,yes,unfurnished,441200
2637,1,1,4,1,29,2,USA,Portland,urban,yes,unfurnished,803600
1840,2,2,3,1,45,1,Brazil,Sao Paulo,prime,yes,unfurnished,383700
1824,1,1,3,1,2,1,Germany,Frankfurt,rural,yes,furnished,788100
1742,1,1,3,3,13,3,Argentina,Rosario,rural,yes,semi-furnished,142200
1802,3,2,1,2,35,4,Pakistan,Peshawar,prime,yes,unfurnished,85900
2917,3,2,3,3,15,4,Mexico,Merida,prime,no,semi-furnished,324600
350,1,1,4,3,0,1,Switzerland,Zurich,urban,yes,furnished,959400
499,3,2,4,1,45,2,Japan,Yokohama,urban,no,furnished,378200
1447,3,3,1,3,11,2,Russia,Saint Petersburg,suburban,yes,semi-furnished,364600
1809,2,1,4,0,51,1,USA,Los Angeles,suburban,no,semi-furnished,620400
2249,1,1,2,0,18,4,Malaysia,Ipoh,rural,yes,furnished,152800
2108,4,3,4,1,31,2,Australia,Perth,suburban,yes,semi-furnished,712300
1550,1,1,4,0,50,4,Greece,Patras,suburban,yes,semi-furnished,113300
2462,2,2,4,0,20,1,China,Beijing,rural,yes,semi-furnished,533000
2470,4,4,4,1,11,2,New Zealand,Queenstown,urban,yes,unfurnished,957200
1920,4,3,3,0,24,1,Brazil,Sao Paulo,rural,yes,furnished,350500
2426,5,4,4,3,23,4,France,Strasbourg,urban,yes,unfurnished,634000
1977,1,1,4,2,36,4,Egypt,Luxor,suburban,yes,unfurnished,77000
1435,1,1,1,3,38,1,Philippines,Manila,suburban,yes,furnished,198500
2254,4,4,3,2,57,3,Japan,Fukuoka,suburban,yes,semi-furnished,506700
1872,2,1,3,1,8,3,China,Xi'an,urban,yes,semi-furnished,399000
1801,2,1,2,2,11,1,USA,Boston,urban,yes,semi-furnished,1310500
2757,2,2,3,0,4,2,Japan,Kyoto,prime,no,unfurnished,1312500
350,5,4,3,2,4,3,South Korea,Daegu,rural,yes,furnished,412200
879,4,3,2,2,0,4,South Korea,Daejeon,urban,no,furnished,460800
1028,5,4,3,1,21,1,Sweden,Stockholm,rural,yes,semi-furnished,786200
1564,3,2,2,0,57,3,Saudi Arabia,Khobar,urban,yes,unfurnished,172600
1635,3,2,2,3,2,1,UK,Cambridge,suburban,no,furnished,1177800
820,3,3,2,0,2,4,Bangladesh,Comilla,urban,yes,furnished,76400
1160,1,1,2,1,19,3,UK,Cardiff,urban,no,semi-furnished,422100
1240,3,2,2,2,39,3,France,Lille,suburban,yes,unfurnished,291300
3397,2,1,1,1,39,3,Sri Lanka,Kandy,suburban,yes,unfurnished,102500
2971,5,4,3,0,0,2,Egypt,Giza,suburban,no,furnished,318400
1532,1,1,2,0,1,1,Australia,Sydney,suburban,no,semi-furnished,775900
1564,1,1,1,3,49,2,France,Lyon,prime,yes,semi-furnished,485300
1053,5,4,3,0,48,4,Bangladesh,Comilla,prime,yes,unfurnished,62000
560,1,1,4,3,40,4,Germany,Dresden,rural,yes,unfurnished,150000
1724,3,3,2,0,8,3,India,Surat,suburban,yes,furnished,122700
1151,2,2,4,0,58,3,Portugal,Faro,suburban,yes,semi-furnished,156300
1745,2,2,3,3,44,4,South Korea,Daejeon,suburban,yes,unfurnished,304300
760,3,2,2,2,56,3,Australia,Adelaide,rural,yes,unfurnished,183300
1305,4,3,4,2,36,3,Germany,Cologne,suburban,no,unfurnished,324800
1897,1,1,4,2,57,4,Indonesia,Semarang,urban,no,furnished,90500
2038,4,3,4,1,6,3,Norway,Trondheim,suburban,yes,semi-furnished,736600
2071,5,4,4,2,4,1,Australia,Sydney,urban,yes,semi-furnished,1751200
942,2,1,3,1,57,3,South Korea,Incheon,suburban,yes,furnished,207400
2356,4,3,4,3,35,1,Canada,Vancouver,rural,yes,semi-furnished,770800
1280,5,4,4,3,36,1,South Africa,Johannesburg,rural,yes,unfurnished,292000
2211,5,4,4,0,44,4,UK,Belfast,prime,no,semi-furnished,593300
1793,4,3,4,2,55,4,South Africa,Port Elizabeth,suburban,no,unfurnished,106900
905,5,4,2,3,7,4,Argentina,Mendoza,urban,yes,semi-furnished,166900
1594,4,4,4,1,15,1,Italy,Rome,suburban,no,unfurnished,708000
2037,3,2,4,2,12,4,Morocco,Fes,urban,yes,furnished,190400
2198,1,1,4,3,16,2,China,Nanjing,prime,yes,semi-furnished,697800
1708,5,4,1,0,24,4,Kenya,Nakuru,prime,yes,furnished,172000
2796,2,1,1,1,34,4,Vietnam,Hai Phong,urban,no,semi-furnished,131800
2455,4,3,4,2,50,3,Ireland,Cork,urban,yes,unfurnished,497000
1633,4,4,3,3,14,1,Vietnam,Ho Chi Minh City,rural,yes,furnished,289000
2288,2,2,3,2,48,4,Nigeria,Kano,urban,no,unfurnished,92900
3057,4,3,3,3,34,4,Indonesia,Medan,rural,yes,unfurnished,155500
3074,4,3,3,0,48,1,USA,Boston,suburban,no,furnished,1104200
1002,4,3,1,0,48,3,Italy,Turin,urban,yes,semi-furnished,301000
1198,5,4,2,3,16,3,India,Kochi,urban,yes,semi-furnished,127900
2765,2,1,3,3,46,2,Canada,Montreal,prime,yes,furnished,902200
1112,4,3,1,0,45,3,Bangladesh,Gazipur,urban,yes,unfurnished,61400
940,1,1,4,1,33,3,China,Tianjin,urban,no,semi-furnished,219200
1484,4,3,1,0,5,3,Turkey,Antalya,urban,no,semi-furnished,247200
2073,1,1,2,2,57,3,UK,Cardiff,suburban,no,unfurnished,278900
1733,2,2,1,2,56,2,Poland,Krakow,suburban,no,furnished,162700
1377,1,1,1,0,20,3,India,Ahmedabad,urban,no,unfurnished,89500
1362,5,4,2,3,29,4,Egypt,Luxor,rural,no,furnished,94300
1337,2,1,4,0,25,2,India,Hyderabad,suburban,no,unfurnished,105100
1228,2,1,2,2,43,1,India,Mumbai,suburban,yes,semi-furnished,116900
3283,2,2,2,3,19,3,USA,Nashville,suburban,no,unfurnished,680000
1993,4,4,4,2,58,3,Thailand,Nonthaburi,suburban,yes,semi-furnished,141100
2376,5,4,2,3,5,3,Malaysia,Johor Bahru,urban,yes,semi-furnished,351300
1482,4,3,4,1,24,4,USA,Detroit,rural,no,semi-furnished,435100
1679,1,1,4,1,27,2,Switzerland,Basel,suburban,yes,semi-furnished,707300
1336,3,3,3,2,18,1,Qatar,Doha,prime,yes,furnished,935600
350,1,1,3,2,28,1,Philippines,Makati,urban,no,furnished,143600
904,1,1,4,1,18,1,Switzerland,Geneva,suburban,yes,unfurnished,746600
623,1,1,3,0,21,3,Colombia,Cali,urban,yes,semi-furnished,90700
350,4,3,3,1,5,3,Turkey,Antalya,rural,yes,semi-furnished,190000
1023,5,4,4,2,24,3,UK,Liverpool,suburban,yes,semi-furnished,537300
2661,2,2,4,1,40,3,Japan,Kobe,urban,yes,unfurnished,577200
1771,5,4,2,3,55,3,Italy,Naples,urban,yes,semi-furnished,409200
2639,2,1,3,3,59,3,India,Ahmedabad,urban,yes,unfurnished,104600
2067,2,2,2,2,47,1,Brazil,Rio de Janeiro,rural,no,semi-furnished,199100
2309,1,1,3,1,52,4,Italy,Genoa,urban,yes,semi-furnished,244200
1214,1,1,1,0,20,4,Indonesia,Medan,urban,yes,furnished,103400
2141,4,4,2,3,58,1,Japan,Tokyo,urban,yes,furnished,807300
2274,3,2,4,3,51,3,Thailand,Pattaya,urban,yes,semi-furnished,182700
1425,1,1,4,2,12,3,India,Jaipur,rural,no,semi-furnished,79500
2164,3,3,2,0,43,4,Morocco,Fes,prime,yes,semi-furnished,124600
2168,2,2,4,0,4,4,Vietnam,Can Tho,rural,yes,semi-furnished,110200
1443,2,1,2,2,19,3,South Africa,Pretoria,prime,no,semi-furnished,221600
1070,5,4,1,0,16,3,South Africa,Pretoria,urban,yes,semi-furnished,231800
1030,3,2,4,2,47,4,Bangladesh,Rajshahi,rural,yes,furnished,47500
1856,3,3,1,0,36,4,Spain,Zaragoza,suburban,yes,furnished,266400
2013,4,4,4,1,18,2,Mexico,Guadalajara,rural,yes,semi-furnished,241200
1285,5,4,4,1,43,1,Malaysia,Kuala Lumpur,suburban,yes,semi-furnished,290000
1817,4,3,1,2,6,4,Australia,Hobart,suburban,no,semi-furnished,508000
2171,3,3,4,0,46,2,Sweden,Gothenburg,rural,yes,semi-furnished,425400
2202,2,1,3,2,51,1,Mexico,Mexico City,urban,yes,furnished,291900
2809,1,1,3,1,2,3,Canada,Calgary,urban,yes,semi-furnished,772800
2630,1,1,2,1,44,2,Nepal,Lalitpur,suburban,yes,semi-furnished,88700
1149,4,3,1,3,36,4,Chile,Concepcion,suburban,no,unfurnished,122900
2894,4,3,1,0,13,1,Sri Lanka,Colombo,urban,yes,unfurnished,312200
1455,2,2,2,1,15,2,New Zealand,Wellington,suburban,no,semi-furnished,452900
2479,5,4,4,3,13,1,Norway,Oslo,suburban,no,semi-furnished,1318300
1844,5,4,1,1,15,1,Sweden,Stockholm,suburban,no,semi-furnished,857500
1532,4,4,1,1,19,2,Morocco,Rabat,urban,yes,furnished,282300
625,2,2,4,0,47,1,UK,Cambridge,suburban,no,furnished,391500
1688,3,2,2,0,17,2,Germany,Stuttgart,rural,no,unfurnished,446600
786,5,4,1,1,53,4,Russia,Novosibirsk,urban,yes,semi-furnished,100800
2429,3,3,4,2,32,3,South Korea,Daegu,urban,yes,unfurnished,552300
2786,3,3,2,1,35,4,Pakistan,Multan,rural,yes,furnished,62400
1282,3,2,1,2,54,4,Australia,Hobart,prime,no,semi-furnished,281700
1996,5,4,3,0,1,3,USA,Phoenix,rural,yes,furnished,755900
1328,3,2,1,2,25,3,Portugal,Faro,urban,yes,semi-furnished,272800
1391,1,1,3,3,19,3,Indonesia,Surabaya,suburban,no,semi-furnished,125800
2303,3,3,3,2,48,3,Mexico,Tijuana,urban,no,unfurnished,176000
1775,4,3,4,2,56,4,Greece,Patras,urban,yes,semi-furnished,225200
2931,5,4,2,3,57,1,UK,Cambridge,prime,yes,unfurnished,1238200
1487,1,1,2,3,37,2,France,Lyon,suburban,yes,furnished,486600
2450,5,4,3,0,16,2,Morocco,Marrakesh,suburban,no,semi-furnished,247800
1863,5,4,1,2,50,4,Malaysia,Kota Kinabalu,prime,yes,semi-furnished,190400
2317,4,3,2,2,34,3,India,Surat,suburban,no,unfurnished,121300
1509,2,2,1,0,28,3,Canada,Calgary,urban,yes,semi-furnished,409400
1768,2,2,3,1,27,4,South Korea,Daejeon,urban,yes,unfurnished,395500
1725,3,3,3,2,26,4,Peru,Trujillo,prime,yes,unfurnished,145600
1257,1,1,1,2,52,4,Netherlands,Groningen,suburban,yes,unfurnished,195900
2230,4,4,1,0,33,3,Portugal,Faro,urban,yes,unfurnished,395200
2223,4,3,2,0,52,2,Malaysia,Penang,urban,yes,furnished,248000
2186,3,2,3,0,50,3,Argentina,Rosario,prime,no,semi-furnished,221700
2799,4,3,4,2,16,2,Canada,Ottawa,rural,no,semi-furnished,688500
2742,4,3,2,0,56,3,Argentina,Rosario,suburban,no,furnished,157800
1556,5,4,4,2,20,4,Italy,Genoa,suburban,yes,semi-furnished,382500
2042,4,4,2,3,32,2,Malaysia,Penang,rural,no,semi-furnished,239000
1395,2,1,3,3,55,3,Portugal,Faro,urban,yes,semi-furnished,222200
1815,1,1,2,2,57,2,Switzerland,Lausanne,urban,yes,furnished,533100
1410,5,4,3,2,8,3,Japan,Nagoya,urban,yes,unfurnished,723500
2853,4,3,4,3,47,3,New Zealand,Christchurch,urban,no,furnished,603000
2036,5,4,2,3,31,2,UK,Birmingham,suburban,yes,semi-furnished,756400
1658,3,2,3,2,46,4,Pakistan,Quetta,urban,no,semi-furnished,62000
2576,1,1,2,3,52,2,Canada,Montreal,prime,yes,semi-furnished,780500
389,3,2,3,0,56,3,Poland,Wroclaw,urban,yes,unfurnished,88100
491,4,4,3,1,6,1,India,Gurgaon,prime,yes,unfurnished,161600
2317,2,2,2,2,8,3,Qatar,Al Rayyan,suburban,yes,semi-furnished,461700
1839,3,3,3,3,39,1,Pakistan,Islamabad,rural,yes,semi-furnished,113200
1963,3,3,2,0,2,1,Turkey,Istanbul,urban,yes,semi-furnished,561800
938,2,1,1,1,36,2,India,Pune,urban,yes,unfurnished,79400
1785,5,4,2,0,7,3,India,Ahmedabad,suburban,yes,semi-furnished,143000
3102,3,3,2,1,42,3,Brazil,Curitiba,suburban,no,semi-furnished,194100
2336,5,4,4,1,33,3,Indonesia,Bandung,suburban,yes,furnished,217700
1910,1,1,3,1,55,3,USA,Atlanta,suburban,yes,semi-furnished,342500
1515,5,4,2,0,51,1,Colombia,Bogota,urban,no,unfurnished,197300
1544,4,3,4,2,19,4,Russia,Yekaterinburg,suburban,yes,semi-furnished,223500
416,4,3,1,2,3,3,India,Ahmedabad,suburban,yes,furnished,90300
1967,2,1,3,0,34,3,Brazil,Belo Horizonte,urban,yes,unfurnished,198400
2350,1,1,4,2,30,4,Vietnam,Hai Phong,prime,yes,unfurnished,168500
776,2,1,3,1,25,2,Russia,Saint Petersburg,suburban,no,semi-furnished,179900
1370,3,3,3,2,37,1,New Zealand,Auckland,urban,yes,unfurnished,660600
1048,2,2,3,1,41,2,India,Pune,prime,yes,semi-furnished,102800
1173,1,1,1,3,36,4,Nepal,Biratnagar,prime,yes,semi-furnished,54600
1835,1,1,1,2,57,3,Argentina,Cordoba,prime,no,furnished,141600
445,4,3,1,1,17,1,Canada,Vancouver,prime,yes,furnished,630100
2199,4,3,4,1,30,1,Morocco,Casablanca,suburban,yes,furnished,336100
2290,1,1,2,2,14,2,New Zealand,Queenstown,rural,yes,semi-furnished,446600
1637,4,3,4,0,40,3,India,Jaipur,prime,no,unfurnished,133200
350,5,4,3,1,1,3,Egypt,Sharm El Sheikh,suburban,yes,furnished,172000
1152,5,4,4,1,36,2,Japan,Kyoto,urban,yes,unfurnished,850200
2601,1,1,4,0,9,1,Colombia,Bogota,suburban,yes,unfurnished,278700
350,3,2,3,0,0,2,Norway,Bergen,urban,no,unfurnished,510700
1574,1,1,1,3,0,4,New Zealand,Hamilton,prime,yes,furnished,481000
1033,1,1,4,3,39,4,Australia,Darwin,suburban,yes,semi-furnished,272300
2323,5,4,2,2,29,4,Thailand,Krabi,suburban,yes,unfurnished,182100
1361,5,4,1,2,34,2,Italy,Florence,rural,yes,furnished,507700
2063,2,2,2,2,39,1,Australia,Melbourne,urban,yes,unfurnished,864900
2168,3,2,4,2,10,3,Canada,Quebec City,urban,no,unfurnished,674200
2994,1,1,2,1,36,4,Italy,Palermo,urban,yes,semi-furnished,402700
1668,5,4,3,2,28,2,USA,Chicago,rural,yes,semi-furnished,655600
2044,3,3,4,3,43,4,Pakistan,Faisalabad,urban,yes,unfurnished,67000
835,2,2,3,0,29,2,USA,Portland,urban,yes,furnished,604100
2574,5,4,1,2,4,4,Colombia,Barranquilla,urban,no,furnished,251200
1306,1,1,1,0,8,1,UK,Oxford,suburban,no,unfurnished,561900
1436,2,2,4,0,33,4,Sri Lanka,Jaffna,suburban,yes,semi-furnished,66100
1786,4,3,1,2,0,1,Pakistan,Islamabad,suburban,yes,semi-furnished,170500
784,3,2,2,1,12,2,China,Nanjing,rural,no,furnished,337400
1949,4,3,1,2,55,2,Netherlands,Rotterdam,urban,yes,semi-furnished,575100
2429,2,2,4,1,38,1,Bangladesh,Dhaka,urban,yes,semi-furnished,199500
1990,4,4,3,2,49,4,New Zealand,Hamilton,suburban,yes,furnished,331800
767,3,2,3,1,48,2,Israel,Jerusalem,suburban,yes,semi-furnished,313400
1720,1,1,1,2,48,1,Germany,Frankfurt,urban,yes,semi-furnished,628300
2282,2,2,3,0,38,2,UK,Edinburgh,suburban,yes,semi-furnished,610100
579,2,1,3,0,32,1,USA,New York,urban,no,furnished,617400
1101,3,2,4,1,23,2,Thailand,Phuket,urban,yes,furnished,206800
2370,3,3,3,2,40,3,Colombia,Cartagena,urban,yes,semi-furnished,198800
1976,3,3,3,0,23,3,Brazil,Belo Horizonte,urban,yes,unfurnished,256100
2068,1,1,3,3,38,1,Canada,Toronto,suburban,yes,furnished,691100
3009,5,4,4,0,33,1,Egypt,Cairo,urban,yes,semi-furnished,313600
2105,4,4,1,3,18,1,Canada,Vancouver,rural,no,semi-furnished,847100
2228,4,3,3,2,53,4,Indonesia,Makassar,suburban,yes,unfurnished,95600
3562,2,2,4,1,56,2,Russia,Saint Petersburg,urban,no,semi-furnished,285400
1661,4,4,3,2,39,1,Italy,Rome,suburban,yes,unfurnished,605900
1281,2,1,4,1,22,4,Russia,Yekaterinburg,urban,yes,furnished,187700
2078,3,2,1,1,5,1,Morocco,Casablanca,urban,yes,furnished,453500
2085,2,2,4,3,44,3,India,Surat,suburban,yes,semi-furnished,97000
1458,2,1,3,3,47,3,China,Tianjin,urban,yes,semi-furnished,267000
1129,4,4,1,1,35,2,Morocco,Marrakesh,prime,no,furnished,187200
3301,2,2,4,0,3,3,South Korea,Incheon,suburban,no,semi-furnished,689500
2012,4,3,4,1,51,1,Germany,Munich,urban,no,semi-furnished,635300
1324,3,3,3,2,22,2,Israel,Jerusalem,suburban,yes,semi-furnished,614700
2395,5,4,4,2,4,4,Brazil,Fortaleza,suburban,yes,furnished,293300
1729,1,1,4,2,22,2,Malaysia,Penang,urban,yes,unfurnished,270100
1636,5,4,2,0,30,1,China,Shenzhen,rural,yes,furnished,497500
2165,1,1,4,2,37,3,Bangladesh,Gazipur,urban,yes,semi-furnished,95900
960,3,2,2,1,58,4,Vietnam,Can Tho,urban,yes,semi-furnished,66100
2029,2,2,1,1,50,1,Nigeria,Lagos,urban,yes,furnished,200200
3043,4,4,1,3,12,3,Chile,Valparaiso,urban,yes,semi-furnished,395800
2103,1,1,3,2,16,2,India,Pune,urban,yes,furnished,165900
1555,2,1,1,1,58,3,Australia,Gold Coast,urban,no,semi-furnished,304100
1470,2,1,4,1,38,1,Qatar,Doha,suburban,yes,unfurnished,443200
1533,5,4,4,2,50,3,Sri Lanka,Negombo,rural,yes,semi-furnished,79100
1635,3,2,1,0,34,1,Pakistan,Karachi,urban,yes,furnished,142700
1554,1,1,1,3,19,4,Indonesia,Semarang,suburban,yes,furnished,105400
2396,4,3,1,0,36,2,Saudi Arabia,Jeddah,suburban,yes,unfurnished,308000
673,2,1,3,0,48,3,Norway,Stavanger,suburban,yes,unfurnished,201900
2360,2,2,1,1,1,4,Pakistan,Multan,suburban,no,unfurnished,74500
1553,3,3,3,3,5,4,Germany,Leipzig,suburban,no,unfurnished,384600
2045,4,4,4,1,30,4,Pakistan,Peshawar,rural,yes,furnished,70700
1067,5,4,3,2,59,2,Sweden,Gothenburg,rural,no,semi-furnished,328100
2664,1,1,4,0,56,1,Poland,Warsaw,suburban,yes,unfurnished,256100
2610,5,4,2,1,23,3,Russia,Sochi,urban,yes,semi-furnished,383000
2424,5,4,4,0,14,4,UK,Sheffield,rural,no,unfurnished,457300
815,2,1,4,0,21,3,UK,Glasgow,urban,yes,unfurnished,379300
2339,3,3,2,2,47,4,Thailand,Krabi,urban,yes,semi-furnished,142500
2063,2,2,2,2,42,4,South Africa,Port Elizabeth,prime,no,unfurnished,156200
757,3,2,3,2,43,4,Morocco,Fes,rural,no,unfurnished,60600
1784,4,4,4,3,39,3,Pakistan,Rawalpindi,rural,yes,semi-furnished,75000
2037,4,4,1,3,59,2,Australia,Canberra,urban,no,semi-furnished,489800
2161,3,3,2,3,53,3,Spain,Seville,urban,yes,unfurnished,301800
1915,3,3,4,2,19,3,Switzerland,Lugano,urban,yes,unfurnished,671400
1989,3,3,1,3,46,2,Russia,Saint Petersburg,rural,no,furnished,213200
2758,3,3,4,0,51,3,Japan,Sapporo,prime,yes,semi-furnished,703700
2597,1,1,1,3,55,1,Morocco,Casablanca,prime,yes,unfurnished,283700
350,2,2,3,0,16,1,Kenya,Nairobi,suburban,no,semi-furnished,134200
1594,4,4,2,3,21,1,UK,London,urban,yes,unfurnished,1154000
1693,5,4,1,2,27,3,Qatar,Al Rayyan,prime,yes,unfurnished,442900
661,5,4,1,0,30,1,Nigeria,Lagos,suburban,yes,semi-furnished,172700
1861,5,4,4,1,28,4,France,Strasbourg,urban,no,unfurnished,467800
2612,4,3,2,0,55,4,Thailand,Krabi,urban,yes,semi-furnished,131000
1094,3,2,4,2,42,3,USA,Phoenix,prime,yes,semi-furnished,491500
2019,4,3,3,0,24,4,Bangladesh,Barisal,prime,yes,semi-furnished,129900
1205,5,4,4,2,14,3,USA,Charlotte,suburban,yes,semi-furnished,631100
1363,2,2,2,0,5,1,Greece,Athens,rural,no,furnished,355800
2760,1,1,3,2,20,1,France,Paris,urban,yes,semi-furnished,1145000
1447,2,1,1,0,54,3,Spain,Seville,suburban,yes,semi-furnished,189300
2100,3,3,2,1,58,4,Italy,Palermo,rural,yes,furnished,203600
584,4,4,3,1,49,2,Malaysia,Penang,suburban,no,furnished,137200
3011,3,2,2,0,39,3,Australia,Adelaide,rural,yes,unfurnished,389900
2192,5,4,1,1,3,2,Germany,Stuttgart,rural,yes,furnished,807400
1681,2,2,2,2,33,2,Germany,Hamburg,urban,yes,semi-furnished,557500
2174,3,3,4,1,3,2,Switzerland,Lausanne,prime,no,semi-furnished,1721300
884,5,4,4,0,3,1,USA,Washington DC,urban,no,furnished,1233800
2569,1,1,2,1,18,3,France,Marseille,suburban,yes,semi-furnished,427500
1589,5,4,1,1,59,1,South Korea,Seoul,urban,no,furnished,483200
1667,1,1,1,3,29,2,UK,Manchester,urban,yes,furnished,657000
1480,5,4,3,0,45,2,Sweden,Gothenburg,urban,no,semi-furnished,528200
1423,2,1,3,1,47,3,Malaysia,Johor Bahru,urban,yes,unfurnished,127000
2252,4,4,4,2,58,2,China,Nanjing,urban,yes,furnished,485800
1966,4,4,3,1,55,1,China,Shanghai,rural,yes,unfurnished,376200
2224,2,1,2,3,20,3,Qatar,Al Rayyan,suburban,yes,furnished,404100
